N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,6485,0,0.12229950224807762,0.09285023999999875,0.3771,0.1332,0.08954285714285523,0.055685224489796965,0.23303596581200126,3.1925251111052724
150000,5000,8690,0,0.12312706277434005,0.1037906399999976,0.4138,0.1471,0.09892367346938516,0.06314383673469413,0.2594877451793882,3.3768557283877936
150000,5000,9711,0,0.2000871659996789,0.10879399999999818,0.4006,0.0991,0.10583183673469128,0.03920048979591803,0.671851760215434,2.8215726223167135
150000,5000,7063,0,0.21016591512991267,0.10146359999999807,0.3918,0.1575,0.0968171428571408,0.03562653061224462,0.3915649533762086,0.04830338762969344
150000,5000,10600,0,0.3498641887062227,0.10405799999999854,0.3898,0.0003,0.10015583673469157,7.918367346938775e-05,0.5529675603787839,0.3766040034995466
150000,5000,5533,0,0.07578202699575409,0.10095047999999855,0.418,0.1978,0.10062481632652814,0.07283085714285688,0.28686522799767433,2.377388751871721
150000,5000,9342,0,0.16525209835674182,0.09890503999999889,0.3924,0.1473,0.09637020408162962,0.04533436734693966,0.3666672857865608,1.385390722514855
150000,5000,11522,0,0.2600789146445701,0.1022839999999991,0.3874,0.0538,0.09798791836734475,0.022134857142856887,0.4872367287782479,3.0729793761131896
150000,5000,9436,0,0.28028011531118824,0.10027383999999774,0.4045,0.1039,0.09710310204081382,0.015636408163265413,0.27582510821314843,-1.191599239377789
150000,5000,6280,0,0.12211596477561992,0.10571471999999905,0.442,0.1558,0.1061033469387728,0.059307836734693864,0.2757732954785464,2.580650850599752
150000,5000,7866,0,0.1187895501100471,0.09273855999999911,0.3933,0.135,0.09347346938775307,0.05261689795918393,0.23654588613231944,2.728779656402726
150000,5000,8323,0,0.0875551164256616,0.1014528799999984,0.406,0.1656,0.10129191836734446,0.06894342857142813,0.43062600122845257,3.165630452125091
